KATEGORI_SPI
Normal
Normal
Normal
Normal
Normal
Agak Kering 
Kering
Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
Sangat Kering
